,seed,perturbation,base_reward,perturbed_reward
326,32,0.0001,1795.53779357729,2100.9496553876947
327,32,0.00046415888336127724,1795.53779357729,2055.4892826524474
328,32,0.002154434690031882,1795.53779357729,2280.6177010572583
329,32,0.01,1795.53779357729,1813.3602781704963
330,33,1e-08,1549.6885374838264,1549.688544127816
331,33,4.641588833612782e-08,1549.6885374838264,1549.6885683221615
332,33,2.1544346900318822e-07,1549.6885374838264,1549.6886806227603
333,33,1e-06,1549.6885374838264,1549.6892018808292
334,33,4.641588833612773e-06,1549.6885374838264,1549.691621457744
335,33,2.1544346900318823e-05,1549.6885374838264,1549.7028546394893
336,33,0.0001,1549.6885374838264,1549.75504285891
337,33,0.00046415888336127724,1549.6885374838264,1549.9984366682081
338,33,0.002154434690031882,1549.6885374838264,2286.130585746346
339,33,0.01,1549.6885374838264,1553.611159792453
340,34,1e-08,1543.977756098788,1543.9777289000306
341,34,4.641588833612782e-08,1543.977756098788,1543.9776298532863
342,34,2.1544346900318822e-07,1543.977756098788,1543.9771701246439
343,34,1e-06,1543.977756098788,1543.9750363681214
344,34,4.641588833612773e-06,1543.977756098788,1543.9651348226914
345,34,2.1544346900318823e-05,1543.977756098788,1543.9192705894468
346,34,0.0001,1543.977756098788,1546.1480641810338
347,34,0.00046415888336127724,1543.977756098788,1544.7377299203295
348,34,0.002154434690031882,1543.977756098788,1540.1222131943662
349,34,0.01,1543.977756098788,2122.0676129428402
350,35,1e-08,1789.5887187599315,1789.5886740482056
351,35,4.641588833612782e-08,1789.5887187599315,1789.5885110847585
352,35,2.1544346900318822e-07,1789.5887187599315,1789.5877517832391
353,35,1e-06,1789.5887187599315,1789.5841650798773
354,35,4.641588833612773e-06,1789.5887187599315,1789.5660948020868
355,35,2.1544346900318823e-05,1789.5887187599315,1788.8345247665363
356,35,0.0001,1789.5887187599315,2930.337493136772
357,35,0.00046415888336127724,1789.5887187599315,1498.5239213495397
358,35,0.002154434690031882,1789.5887187599315,1795.7121588639475
359,35,0.01,1789.5887187599315,1820.0654427110303
360,36,1e-08,1541.5997266859533,1541.5993278943333
361,36,4.641588833612782e-08,1541.5997266859533,1541.5978772107499
362,36,2.1544346900318822e-07,1541.5997266859533,1541.5911756419205
363,36,1e-06,1541.5997266859533,1541.5635066469226
364,36,4.641588833612773e-06,1541.5997266859533,1541.585691934358
365,36,2.1544346900318823e-05,1541.5997266859533,1811.1657680205142
366,36,0.0001,1541.5997266859533,1816.8985728354278
367,36,0.00046415888336127724,1541.5997266859533,1542.4956914221998
368,36,0.002154434690031882,1541.5997266859533,1834.6001126174726
369,36,0.01,1541.5997266859533,1538.335113919977
370,37,1e-08,1857.453724702878,1857.4537285401782
371,37,4.641588833612782e-08,1857.453724702878,1857.4537424986802
372,37,2.1544346900318822e-07,1857.453724702878,1857.4538069277023
373,37,1e-06,1857.453724702878,1857.4540981743676
374,37,4.641588833612773e-06,1857.453724702878,1857.4552902075086
375,37,2.1544346900318823e-05,1857.453724702878,1857.458785955024
376,37,0.0001,1857.453724702878,1549.7557197863941
377,37,0.00046415888336127724,1857.453724702878,1550.8314373550431
378,37,0.002154434690031882,1857.453724702878,2127.3992660385748
379,37,0.01,1857.453724702878,1835.0541584762648
380,38,1e-08,2400.0407138183396,2407.3616533147856
381,38,4.641588833612782e-08,2400.0407138183396,2683.2340618216185
382,38,2.1544346900318822e-07,2400.0407138183396,3017.3593062567206
383,38,1e-06,2400.0407138183396,2125.1834404476826
384,38,4.641588833612773e-06,2400.0407138183396,2128.0078017089254
385,38,2.1544346900318823e-05,2400.0407138183396,2392.87861347706
386,38,0.0001,2400.0407138183396,2247.3005604554805
387,38,0.00046415888336127724,2400.0407138183396,1833.671059717232
388,38,0.002154434690031882,2400.0407138183396,1811.685507273893
389,38,0.01,2400.0407138183396,1984.1502757148176
390,39,1e-08,2107.0442526905344,2107.2039719790278
391,39,4.641588833612782e-08,2107.0442526905344,2083.4877852865425
392,39,2.1544346900318822e-07,2107.0442526905344,2096.754360598428
393,39,1e-06,2107.0442526905344,1839.1981188191849
394,39,4.641588833612773e-06,2107.0442526905344,1834.447332462614
395,39,2.1544346900318823e-05,2107.0442526905344,2127.228866957371
396,39,0.0001,2107.0442526905344,1838.069798286598
397,39,0.00046415888336127724,2107.0442526905344,1821.9296853019437
398,39,0.002154434690031882,2107.0442526905344,2325.0277741665896
399,39,0.01,2107.0442526905344,1547.928115218838
400,40,1e-08,2641.741197292527,2636.3124034630523
401,40,4.641588833612782e-08,2641.741197292527,3195.5119795024852
402,40,2.1544346900318822e-07,2641.741197292527,2363.215345698912
403,40,1e-06,2641.741197292527,2111.7819275701213
404,40,4.641588833612773e-06,2641.741197292527,2952.9752156517998
405,40,2.1544346900318823e-05,2641.741197292527,2102.772676012712
406,40,0.0001,2641.741197292527,2083.2761647977927
407,40,0.00046415888336127724,2641.741197292527,1833.2729662938957
408,40,0.002154434690031882,2641.741197292527,1840.3013087033962
409,40,0.01,2641.741197292527,2331.1793516786256
410,41,1e-08,2564.9525743166205,2564.9596704263777
411,41,4.641588833612782e-08,2564.9525743166205,2564.9855941932524
412,41,2.1544346900318822e-07,2564.9525743166205,2204.9307801145887
413,41,1e-06,2564.9525743166205,2619.5155396995474
414,41,4.641588833612773e-06,2564.9525743166205,2633.2869356062297
415,41,2.1544346900318823e-05,2564.9525743166205,2202.2312677104537
416,41,0.0001,2564.9525743166205,2434.8962588459653
417,41,0.00046415888336127724,2564.9525743166205,2067.9604205047303
418,41,0.002154434690031882,2564.9525743166205,1560.6212804447066
419,41,0.01,2564.9525743166205,1831.6815077651875
420,42,1e-08,2385.6949151466733,2385.6694129799803
421,42,4.641588833612782e-08,2385.6949151466733,2386.966888614443
422,42,2.1544346900318822e-07,2385.6949151466733,2129.222397348776
423,42,1e-06,2385.6949151466733,2120.0500437389583
424,42,4.641588833612773e-06,2385.6949151466733,2118.7777082273797
425,42,2.1544346900318823e-05,2385.6949151466733,1827.7236493028608
426,42,0.0001,2385.6949151466733,3314.8884421662046
427,42,0.00046415888336127724,2385.6949151466733,2110.940853599896
428,42,0.002154434690031882,2385.6949151466733,2061.287326087362
429,42,0.01,2385.6949151466733,2093.9655801324907
430,43,1e-08,1838.937656543293,1838.9378115781808
431,43,4.641588833612782e-08,1838.937656543293,1841.687682279056
432,43,2.1544346900318822e-07,1838.937656543293,1841.692015707715
433,43,1e-06,1838.937656543293,1841.5259107069592
434,43,4.641588833612773e-06,1838.937656543293,1845.1870177712544
435,43,2.1544346900318823e-05,1838.937656543293,1844.631127611047
436,43,0.0001,1838.937656543293,1549.58991802489
437,43,0.00046415888336127724,1838.937656543293,1546.5598006438847
438,43,0.002154434690031882,1838.937656543293,1819.0622801706195
439,43,0.01,1838.937656543293,1779.5157293210402
440,44,1e-08,2100.306392201861,2101.351491177727
441,44,4.641588833612782e-08,2100.306392201861,2097.4002972637045
442,44,2.1544346900318822e-07,2100.306392201861,2095.2096705569306
443,44,1e-06,2100.306392201861,2077.349376577704
444,44,4.641588833612773e-06,2100.306392201861,2076.949324262167
445,44,2.1544346900318823e-05,2100.306392201861,3288.188686187376
446,44,0.0001,2100.306392201861,1822.887180905275
447,44,0.00046415888336127724,2100.306392201861,2072.97301082099
448,44,0.002154434690031882,2100.306392201861,1538.8173918348427
449,44,0.01,2100.306392201861,1531.5003530510198
450,45,1e-08,2118.295168313504,2118.385549906279
451,45,4.641588833612782e-08,2118.295168313504,2117.010870526166
452,45,2.1544346900318822e-07,2118.295168313504,2110.8094973893226
453,45,1e-06,2118.295168313504,2387.8934553879694
454,45,4.641588833612773e-06,2118.295168313504,2372.054137630329
455,45,2.1544346900318823e-05,2118.295168313504,3279.3173646882487
456,45,0.0001,2118.295168313504,1801.2979447353346
457,45,0.00046415888336127724,2118.295168313504,1784.0304738057514
458,45,0.002154434690031882,2118.295168313504,2271.8253785505053
459,45,0.01,2118.295168313504,1783.2603431905395
460,46,1e-08,1838.0239390356294,1838.0266682306922
461,46,4.641588833612782e-08,1838.0239390356294,1838.0359668456963
462,46,2.1544346900318822e-07,1838.0239390356294,1838.0757306863861
463,46,1e-06,1838.0239390356294,1842.179835980364
464,46,4.641588833612773e-06,1838.0239390356294,1841.940975240699
465,46,2.1544346900318823e-05,1838.0239390356294,1833.1100729634047
466,46,0.0001,1838.0239390356294,1833.465501639933
